text,acronym,option_text,label
UM II) Historique TGV33000 [25kV  : (Raccordement Sud d'Arras (LGV) : de la Bif de Croisilles  (Nord et Sud) à la Bif. de l'Arbre Ro-,LGV,LORRAINE TGV,0
AGC automoteur grande capacité AUTOR autorail CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul,EAS,ETALANS,0
AGC automoteur grande capacité AUTOR autorail CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul,EAS,"Équipement Agent Seul. Concrètement, pour qu'un train soit EAS, il faut que le matériel soit équipé : de moyens de surveillance lors d'arrêts en gare, de la commande de fermeture des portes, de la veille automatique (VA), de la radio sol-train (RST), de la sonorisation (annonces voyageurs), de la communication par interphonie en cas de signal d'alarme (SAI). Si toutes ces conditions sont réunies, le conducteur peut être le seul agent présent à bord du train.",1
X76500 compatibilité : OUI Restrictions : les AGC sont interdits à la desserte com-merciale des établissements dont la hauteur des quais,AGC,Accord européen sur les Grandes lignes de Chemin de fer du 31 mai 1985,0
X76500 compatibilité : OUI Restrictions : les AGC sont interdits à la desserte com-merciale des établissements dont la hauteur des quais,AGC,Autorail Grande Capacité,1
X76500 compatibilité : OUI Restrictions : les AGC sont interdits à la desserte com-merciale des établissements dont la hauteur des quais,AGC,"<span style='font-size:11.0pt'><span>Automoteur de Grande Capacité, construit par Bombardier. Famille d'automoteurs articulés de la SNCF dédiée au trafic TER et apte à 160 km/h. Cette famille est composée de 4 séries : - XGC : X 76500, version thermique (diesel) - ZGC : Z 27500, version électrique bi-tension (1,5 kV continu, 25 kV alternatif) - BGC : B 81500, version bi-mode (thermique et électrique 1,5 kV continu) - Bibi ou BBGC : B 82500, version bi-mode (thermique et électrique) et bi-tension (1,5 kV continu, 25 kV alternatif).</span></span>",0
X76500 compatibilité : OUI Restrictions : les AGC sont interdits à la desserte com-merciale des établissements dont la hauteur des quais,AGC,ARGENTON SUR CREUSE,0
AUTOR autorail CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations CSS central sous-stations EAS équipement agent seul,CLE,"Consigne Locale d'Exploitation :  Le Service chargé de la gestion des circulations établit les Consignes Locales d'Exploitation (CLE) pour chaque gare, chantier ou établissement PL.  Elles servent de base pour l'élaboration des consignes et instructions opérationnelles des EF et du Service chargé de la gestion des circulations.",1
AUTOR autorail CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations CSS central sous-stations EAS équipement agent seul,CLE,CLERMONT FERRAND,0
té : OUI / restrictions : Circulation autorisée si pas d’autres cir-culations de TRANSMANCHE TM dans le même secteur d’alimentation ;  pantographe normal : 200 km/h)   (autres sec-tions : interdites)] Historique,TM,Tablier métallique,0
té : OUI / restrictions : Circulation autorisée si pas d’autres cir-culations de TRANSMANCHE TM dans le même secteur d’alimentation ;  pantographe normal : 200 km/h)   (autres sec-tions : interdites)] Historique,TM,Technicentre de Maintenance,0
té : OUI / restrictions : Circulation autorisée si pas d’autres cir-culations de TRANSMANCHE TM dans le même secteur d’alimentation ;  pantographe normal : 200 km/h)   (autres sec-tions : interdites)] Historique,TM,filière Transport-Mouvement,0
té : OUI / restrictions : Circulation autorisée si pas d’autres cir-culations de TRANSMANCHE TM dans le même secteur d’alimentation ;  pantographe normal : 200 km/h)   (autres sec-tions : interdites)] Historique,TM,Total maximal,0
té : OUI / restrictions : Circulation autorisée si pas d’autres cir-culations de TRANSMANCHE TM dans le même secteur d’alimentation ;  pantographe normal : 200 km/h)   (autres sec-tions : interdites)] Historique,TM,Transport Massif.  Envoi dont le tonnage et / ou le nombre de wagons déterminent des conditions d'acceptation et d'acheminement spécifiques.,1
té : OUI / restrictions : Circulation autorisée si pas d’autres cir-culations de TRANSMANCHE TM dans le même secteur d’alimentation ;  pantographe normal : 200 km/h)   (autres sec-tions : interdites)] Historique,TM,"Ticket modérateur : part des frais qui, en fonction du taux de remboursement applicable au bénéficiaire de soins, n'est pas remboursé",0
té : OUI / restrictions : Circulation autorisée si pas d’autres cir-culations de TRANSMANCHE TM dans le même secteur d’alimentation ;  pantographe normal : 200 km/h)   (autres sec-tions : interdites)] Historique,TM,Traverse Métallique,0
té : OUI / restrictions : Circulation autorisée si pas d’autres cir-culations de TRANSMANCHE TM dans le même secteur d’alimentation ;  pantographe normal : 200 km/h)   (autres sec-tions : interdites)] Historique,TM,Train de Machines,0
Montluel (inclus) - régulateur sous station de Chambéry : de Montluel (exclu) à Ambérieu.   Lieux de transition pour le changement de traction AGC Bimode : - Gare de Lyon-Perrache : uniquement sur les voies suivantes :,AGC,ARGENTON SUR CREUSE,0
Montluel (inclus) - régulateur sous station de Chambéry : de Montluel (exclu) à Ambérieu.   Lieux de transition pour le changement de traction AGC Bimode : - Gare de Lyon-Perrache : uniquement sur les voies suivantes :,AGC,Accord européen sur les Grandes lignes de Chemin de fer du 31 mai 1985,0
Montluel (inclus) - régulateur sous station de Chambéry : de Montluel (exclu) à Ambérieu.   Lieux de transition pour le changement de traction AGC Bimode : - Gare de Lyon-Perrache : uniquement sur les voies suivantes :,AGC,Autorail Grande Capacité,1
Montluel (inclus) - régulateur sous station de Chambéry : de Montluel (exclu) à Ambérieu.   Lieux de transition pour le changement de traction AGC Bimode : - Gare de Lyon-Perrache : uniquement sur les voies suivantes :,AGC,"<span style='font-size:11.0pt'><span>Automoteur de Grande Capacité, construit par Bombardier. Famille d'automoteurs articulés de la SNCF dédiée au trafic TER et apte à 160 km/h. Cette famille est composée de 4 séries : - XGC : X 76500, version thermique (diesel) - ZGC : Z 27500, version électrique bi-tension (1,5 kV continu, 25 kV alternatif) - BGC : B 81500, version bi-mode (thermique et électrique 1,5 kV continu) - Bibi ou BBGC : B 82500, version bi-mode (thermique et électrique) et bi-tension (1,5 kV continu, 25 kV alternatif).</span></span>",0
• de Paris St Lazare et Nanterre Préfecture à Cergy le Haut et Poissy • Raccordements d’Achères et des Ambassadeurs. Exploitation suspendue voies 1C et 2C de Achères Grand Cormier à St Germain en Laye GC. A101.2 Caractéristiques de la section de ligne Section de ligne équipée d'installations permanentes de contresens :,GC,Grand centre,0
• de Paris St Lazare et Nanterre Préfecture à Cergy le Haut et Poissy • Raccordements d’Achères et des Ambassadeurs. Exploitation suspendue voies 1C et 2C de Achères Grand Cormier à St Germain en Laye GC. A101.2 Caractéristiques de la section de ligne Section de ligne équipée d'installations permanentes de contresens :,GC,Génie Civil,0
• de Paris St Lazare et Nanterre Préfecture à Cergy le Haut et Poissy • Raccordements d’Achères et des Ambassadeurs. Exploitation suspendue voies 1C et 2C de Achères Grand Cormier à St Germain en Laye GC. A101.2 Caractéristiques de la section de ligne Section de ligne équipée d'installations permanentes de contresens :,GC,Grande Ceinture,1
• de Paris St Lazare et Nanterre Préfecture à Cergy le Haut et Poissy • Raccordements d’Achères et des Ambassadeurs. Exploitation suspendue voies 1C et 2C de Achères Grand Cormier à St Germain en Laye GC. A101.2 Caractéristiques de la section de ligne Section de ligne équipée d'installations permanentes de contresens :,GC,"Graphique de circulation : représentation sur deux axes, espace et temps, de l'utilisation de la capacité d'une ligne ferroviaire (se traduisant à la fois par des sillons et par des plages de maintenance). en suisse le terme utilisé est horaire graphique.",0
Numéros de téléphone du SGC et régulateur sous-stations : - COGC de Lille : externe 03 20 06 28 15 – interne 221129. - Régulateur sous-stations du CSS de Lille : externe 03 28 55 82 56 – interne 224 256. Numéros de téléphone de l’agent sédentaire à Béthune pour le GSM-GFU :  externe 03 91 82 65 69 – interne 236 507.,SGC,Système de gestion de contenu,0
Numéros de téléphone du SGC et régulateur sous-stations : - COGC de Lille : externe 03 20 06 28 15 – interne 221129. - Régulateur sous-stations du CSS de Lille : externe 03 28 55 82 56 – interne 224 256. Numéros de téléphone de l’agent sédentaire à Béthune pour le GSM-GFU :  externe 03 91 82 65 69 – interne 236 507.,SGC,SAINT GEORGES DE COMMIERS,0
Numéros de téléphone du SGC et régulateur sous-stations : - COGC de Lille : externe 03 20 06 28 15 – interne 221129. - Régulateur sous-stations du CSS de Lille : externe 03 28 55 82 56 – interne 224 256. Numéros de téléphone de l’agent sédentaire à Béthune pour le GSM-GFU :  externe 03 91 82 65 69 – interne 236 507.,SGC,Service de gestion des circulations,1
Réservé A503.11 Dispositions diverses Installation de préconditionnement des trains : par prise extérieure en gare de Dieppe.  A503.12 Dispositions relatives à la réception des trains ne figurant pas dans la CLE propre à l’établissement,CLE,"Consigne Locale d'Exploitation :  Le Service chargé de la gestion des circulations établit les Consignes Locales d'Exploitation (CLE) pour chaque gare, chantier ou établissement PL.  Elles servent de base pour l'élaboration des consignes et instructions opérationnelles des EF et du Service chargé de la gestion des circulations.",1
Réservé A503.11 Dispositions diverses Installation de préconditionnement des trains : par prise extérieure en gare de Dieppe.  A503.12 Dispositions relatives à la réception des trains ne figurant pas dans la CLE propre à l’établissement,CLE,CLERMONT FERRAND,0
"type C (C respecte les TIV, N ne respecte pas les TIV). Engin moteur Véhicule ayant la capacité de se déplacer par ses propres moyens (machine ou rame automotrice). Equipement agent seul",TIV,Trafic international voyageur,0
"type C (C respecte les TIV, N ne respecte pas les TIV). Engin moteur Véhicule ayant la capacité de se déplacer par ses propres moyens (machine ou rame automotrice). Equipement agent seul",TIV,Tableau indicateur de vitesse,1
"type C (C respecte les TIV, N ne respecte pas les TIV). Engin moteur Véhicule ayant la capacité de se déplacer par ses propres moyens (machine ou rame automotrice). Equipement agent seul",TIV,THIVIERS,0
1.5. Glossaire Attestation de compatibilité Document délivré par RFF attestant la compatibilité des caractéristiques techniques d'un engin moteur avec les,RFF,ROSCOFF,0
1.5. Glossaire Attestation de compatibilité Document délivré par RFF attestant la compatibilité des caractéristiques techniques d'un engin moteur avec les,RFF,Réseau férré de france,1
"SECTIONS DE SEPARATION 25 000 V / 1 500 V:  A l'intérieur de certaines zones situées immédiatement en aval des sections de séparation  25 000 V / 1 500 V, il est interdit de remonter le pantographe local 1 500 V des éléments TGV sans précautions particulières.  Ces zones sont repérées par des bandes jaunes obliques sur fond noir disposées sur les po-",DE,Données d'entrée.,1
"SECTIONS DE SEPARATION 25 000 V / 1 500 V:  A l'intérieur de certaines zones situées immédiatement en aval des sections de séparation  25 000 V / 1 500 V, il est interdit de remonter le pantographe local 1 500 V des éléments TGV sans précautions particulières.  Ces zones sont repérées par des bandes jaunes obliques sur fond noir disposées sur les po-",DE,Demande d'essai,0
"SECTIONS DE SEPARATION 25 000 V / 1 500 V:  A l'intérieur de certaines zones situées immédiatement en aval des sections de séparation  25 000 V / 1 500 V, il est interdit de remonter le pantographe local 1 500 V des éléments TGV sans précautions particulières.  Ces zones sont repérées par des bandes jaunes obliques sur fond noir disposées sur les po-",DE,Desarmement,0
"SECTIONS DE SEPARATION 25 000 V / 1 500 V:  A l'intérieur de certaines zones situées immédiatement en aval des sections de séparation  25 000 V / 1 500 V, il est interdit de remonter le pantographe local 1 500 V des éléments TGV sans précautions particulières.  Ces zones sont repérées par des bandes jaunes obliques sur fond noir disposées sur les po-",DE,"Détecteur d'Éboulements.  Dispositif relié à des filets en zone de danger d'éboulement, permettant d'avertir le personnel de l'établissement correspondant lors d'un éboulement sur la ligne.",0
"SECTIONS DE SEPARATION 25 000 V / 1 500 V:  A l'intérieur de certaines zones situées immédiatement en aval des sections de séparation  25 000 V / 1 500 V, il est interdit de remonter le pantographe local 1 500 V des éléments TGV sans précautions particulières.  Ces zones sont repérées par des bandes jaunes obliques sur fond noir disposées sur les po-",DE,Dossier Estimatif.,0
"SECTIONS DE SEPARATION 25 000 V / 1 500 V:  A l'intérieur de certaines zones situées immédiatement en aval des sections de séparation  25 000 V / 1 500 V, il est interdit de remonter le pantographe local 1 500 V des éléments TGV sans précautions particulières.  Ces zones sont repérées par des bandes jaunes obliques sur fond noir disposées sur les po-",DE,DIEPPE,0
/Commentaires N° AC TGV923000 [25kV  : (Raccordement Sud d'Arras (LGV) : de la Bif de Croisilles  (Nord et Sud) à la Bif. de l'Arbre  Robert ou à la Bif d'Agny : compatibilité : Oui /,LGV,"Ligne à Grande Vitesse :  Ligne désignée comme telle dans la documentation d'exploitation, équipée d'une signalisation de cabine et sur laquelle la vitesse maximale autorisée est supérieure à 220 km/h. Est également désignée comme telle tout raccordement à une de ces lignes équipé d'une signalisation de cabine, quel que soit le taux de vitesse maximal autorisé.",1
/Commentaires N° AC TGV923000 [25kV  : (Raccordement Sud d'Arras (LGV) : de la Bif de Croisilles  (Nord et Sud) à la Bif. de l'Arbre  Robert ou à la Bif d'Agny : compatibilité : Oui /,LGV,LORRAINE TGV,0
"-Les engins moteurs BB 26000, BB 7600 et BB 7200 UM ( 7343 à 7380 et 7411 à 7440 ) sont interdits(sauf cas d’un secours par l'arrière ou d’une pousse) en DT avec d'autres engins moteurs équipés de hacheurs de courant.-Les engins moteurs BB 7200 US ( 7201 à 7342 et 7381 à 7410 ), BB7600 et BB 22200 sont interdits en DT entre eux ou avec un autre engin moteur électrique.Exceptionnellement, ils peuvent circuler en DT selon les modalités relatives à la catégorie C au titre",DT,Disposition technique,0
"-Les engins moteurs BB 26000, BB 7600 et BB 7200 UM ( 7343 à 7380 et 7411 à 7440 ) sont interdits(sauf cas d’un secours par l'arrière ou d’une pousse) en DT avec d'autres engins moteurs équipés de hacheurs de courant.-Les engins moteurs BB 7200 US ( 7201 à 7342 et 7381 à 7410 ), BB7600 et BB 22200 sont interdits en DT entre eux ou avec un autre engin moteur électrique.Exceptionnellement, ils peuvent circuler en DT selon les modalités relatives à la catégorie C au titre",DT,Déclaration de Travaux faite pour recenser les réseaux à proximité des travaux à réaliser.    Voir glossaire du guide de management des projets (p.202),0
"-Les engins moteurs BB 26000, BB 7600 et BB 7200 UM ( 7343 à 7380 et 7411 à 7440 ) sont interdits(sauf cas d’un secours par l'arrière ou d’une pousse) en DT avec d'autres engins moteurs équipés de hacheurs de courant.-Les engins moteurs BB 7200 US ( 7201 à 7342 et 7381 à 7410 ), BB7600 et BB 22200 sont interdits en DT entre eux ou avec un autre engin moteur électrique.Exceptionnellement, ils peuvent circuler en DT selon les modalités relatives à la catégorie C au titre",DT,Détonateur,0
"-Les engins moteurs BB 26000, BB 7600 et BB 7200 UM ( 7343 à 7380 et 7411 à 7440 ) sont interdits(sauf cas d’un secours par l'arrière ou d’une pousse) en DT avec d'autres engins moteurs équipés de hacheurs de courant.-Les engins moteurs BB 7200 US ( 7201 à 7342 et 7381 à 7410 ), BB7600 et BB 22200 sont interdits en DT entre eux ou avec un autre engin moteur électrique.Exceptionnellement, ils peuvent circuler en DT selon les modalités relatives à la catégorie C au titre",DT,Direction Territoriale  ou Directeur Territorial,0
"-Les engins moteurs BB 26000, BB 7600 et BB 7200 UM ( 7343 à 7380 et 7411 à 7440 ) sont interdits(sauf cas d’un secours par l'arrière ou d’une pousse) en DT avec d'autres engins moteurs équipés de hacheurs de courant.-Les engins moteurs BB 7200 US ( 7201 à 7342 et 7381 à 7410 ), BB7600 et BB 22200 sont interdits en DT entre eux ou avec un autre engin moteur électrique.Exceptionnellement, ils peuvent circuler en DT selon les modalités relatives à la catégorie C au titre",DT,"Double Traction :  Mode de traction d'une circulation par deux machines placées en tête, chaque machine est commandée par un conducteur.",1
CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul EF entreprise ferroviaire EM engin moteur,EAS,ETALANS,0
CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul EF entreprise ferroviaire EM engin moteur,EAS,"Équipement Agent Seul. Concrètement, pour qu'un train soit EAS, il faut que le matériel soit équipé : de moyens de surveillance lors d'arrêts en gare, de la commande de fermeture des portes, de la veille automatique (VA), de la radio sol-train (RST), de la sonorisation (annonces voyageurs), de la communication par interphonie en cas de signal d'alarme (SAI). Si toutes ces conditions sont réunies, le conducteur peut être le seul agent présent à bord du train.",1
HLP haut le pied LGV ligne à grande vitesse LRA  limite de résistance des attelages RT renseignements techniques UM unité multiple,LGV,"Ligne à Grande Vitesse :  Ligne désignée comme telle dans la documentation d'exploitation, équipée d'une signalisation de cabine et sur laquelle la vitesse maximale autorisée est supérieure à 220 km/h. Est également désignée comme telle tout raccordement à une de ces lignes équipé d'une signalisation de cabine, quel que soit le taux de vitesse maximal autorisé.",1
HLP haut le pied LGV ligne à grande vitesse LRA  limite de résistance des attelages RT renseignements techniques UM unité multiple,LGV,LORRAINE TGV,0
Article A402 Charge à l'essieu MA 90 MA 80Aptitude à la charge DME 120Section,MA,Maladie,0
Article A402 Charge à l'essieu MA 90 MA 80Aptitude à la charge DME 120Section,MA,movement authority,0
Article A402 Charge à l'essieu MA 90 MA 80Aptitude à la charge DME 120Section,MA,Manuel / automatique,0
Article A402 Charge à l'essieu MA 90 MA 80Aptitude à la charge DME 120Section,MA,Marche arrêt,0
Article A402 Charge à l'essieu MA 90 MA 80Aptitude à la charge DME 120Section,MA,Maintenance et appui,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des",TR,TROYES,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des",TR,Téléphone régulateur,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des",TR,Température de référence,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des",TR,Translateur,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des",TR,Tableau de roulement,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des",TR,filière Transports Routiers,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des",TR,Talonnable renversable,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des",TR,Transit,0
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des",TR,Trafic et Exploitation,1
"1.2. Objet Ce document reprend, conformément aux dispositions de l'article 10 du décret n°2006-1279 modifié, les informations portées à la connaissance des entreprises ferroviaires, dans une consigne locale d'exploitation. En application du document de principe RFN NG TR 1 A n°6, ""Présentation des",TR,Transmission rigide,0
"AUTOR rame automotrice à traction thermique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter les TIV de type C. EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire",EF,Essai journalier (des freins),0
"AUTOR rame automotrice à traction thermique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter les TIV de type C. EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire",EF,Escalier Fixe,0
"AUTOR rame automotrice à traction thermique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter les TIV de type C. EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire",EF,"Entreprise Ferroviaire :   Toute entreprise à statut privé ou public, qui a notamment obtenu une licence et un certificat de sécurité conformément à la législation applicable, fournissant des prestations de transport de marchandises ou de voyageurs par chemin de fer, la traction devant obligatoirement être assurée par cette entreprise . ce terme recouvre aussi les entreprises qui assurent uniquement la traction.",1
"AUTOR rame automotrice à traction thermique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter les TIV de type C. EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire",EF,Equipement fixe,0
"AUTOR rame automotrice à traction thermique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter les TIV de type C. EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire",EF,Etablissement flottant,0
"AUTOR rame automotrice à traction thermique, dont la masse à l’essieu réduite (catégorie III) permet normalement de respecter les TIV de type C. EF entreprise ferroviaire EM engin moteur EPSF établissement public de sécurité ferroviaire",EF,Essai de Frein,0
Feuquières Fressenneville - PL 30Woincourt - PL(1) Km de la ligne Abancourt - Le Tréport MersBV,PL,Panneaux lumineux,0
Feuquières Fressenneville - PL 30Woincourt - PL(1) Km de la ligne Abancourt - Le Tréport MersBV,PL,"Pleine Ligne.     Établissement de Pleine Ligne : lieu spécialement aménagé pour le départ, l'arrêt, l'arrivée, le garage ou les manoeuvres des trains, normalement fermé au service de la circulation.",0
té Restrictions /Commentaires N° AC G1206-MODI3 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Agent du service Commercial,0
té Restrictions /Commentaires N° AC G1206-MODI3 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Agent Circulation,0
té Restrictions /Commentaires N° AC G1206-MODI3 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Accord Cadre,0
té Restrictions /Commentaires N° AC G1206-MODI3 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Autorité de Certification,0
té Restrictions /Commentaires N° AC G1206-MODI3 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Action Corrective,0
té Restrictions /Commentaires N° AC G1206-MODI3 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,AURILLAC,0
té Restrictions /Commentaires N° AC G1206-MODI3 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Attestation de Compatibilité du matériel roulant à l'infrastructure,0
té Restrictions /Commentaires N° AC G1206-MODI3 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Amélioration Continue,0
té Restrictions /Commentaires N° AC G1206-MODI3 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,Agent d'aCcompagnement,0
té Restrictions /Commentaires N° AC G1206-MODI3 Tout le RT / compatibilité : OUI/ restriction : néant Historique,AC,ACcès,0
 1500 mètres sur la section de ligne de Peyraud à Le Teil.  1000 mètres  sur le raccordement Sud de Peyraud et sur les raccordements de La Voulte sur Rhône à Livron.  SUR LE TRONC COMMUN S.N.C.F.- C.F.T.M.  DE TOURNON : L’existence d’un 3ème rail intérieur sur le tronc commun ne permettant pas l’utilisation de la barre de court-,DE,"Détecteur d'Éboulements.  Dispositif relié à des filets en zone de danger d'éboulement, permettant d'avertir le personnel de l'établissement correspondant lors d'un éboulement sur la ligne.",0
 1500 mètres sur la section de ligne de Peyraud à Le Teil.  1000 mètres  sur le raccordement Sud de Peyraud et sur les raccordements de La Voulte sur Rhône à Livron.  SUR LE TRONC COMMUN S.N.C.F.- C.F.T.M.  DE TOURNON : L’existence d’un 3ème rail intérieur sur le tronc commun ne permettant pas l’utilisation de la barre de court-,DE,Dossier Estimatif.,0
 1500 mètres sur la section de ligne de Peyraud à Le Teil.  1000 mètres  sur le raccordement Sud de Peyraud et sur les raccordements de La Voulte sur Rhône à Livron.  SUR LE TRONC COMMUN S.N.C.F.- C.F.T.M.  DE TOURNON : L’existence d’un 3ème rail intérieur sur le tronc commun ne permettant pas l’utilisation de la barre de court-,DE,Données d'entrée.,0
 1500 mètres sur la section de ligne de Peyraud à Le Teil.  1000 mètres  sur le raccordement Sud de Peyraud et sur les raccordements de La Voulte sur Rhône à Livron.  SUR LE TRONC COMMUN S.N.C.F.- C.F.T.M.  DE TOURNON : L’existence d’un 3ème rail intérieur sur le tronc commun ne permettant pas l’utilisation de la barre de court-,DE,DIEPPE,0
 1500 mètres sur la section de ligne de Peyraud à Le Teil.  1000 mètres  sur le raccordement Sud de Peyraud et sur les raccordements de La Voulte sur Rhône à Livron.  SUR LE TRONC COMMUN S.N.C.F.- C.F.T.M.  DE TOURNON : L’existence d’un 3ème rail intérieur sur le tronc commun ne permettant pas l’utilisation de la barre de court-,DE,Desarmement,1
 1500 mètres sur la section de ligne de Peyraud à Le Teil.  1000 mètres  sur le raccordement Sud de Peyraud et sur les raccordements de La Voulte sur Rhône à Livron.  SUR LE TRONC COMMUN S.N.C.F.- C.F.T.M.  DE TOURNON : L’existence d’un 3ème rail intérieur sur le tronc commun ne permettant pas l’utilisation de la barre de court-,DE,Demande d'essai,0
CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul EF entreprise ferroviaire EM engin moteur,EF,Equipement fixe,0
CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul EF entreprise ferroviaire EM engin moteur,EF,"Entreprise Ferroviaire :   Toute entreprise à statut privé ou public, qui a notamment obtenu une licence et un certificat de sécurité conformément à la législation applicable, fournissant des prestations de transport de marchandises ou de voyageurs par chemin de fer, la traction devant obligatoirement être assurée par cette entreprise . ce terme recouvre aussi les entreprises qui assurent uniquement la traction.",1
CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul EF entreprise ferroviaire EM engin moteur,EF,Essai journalier (des freins),0
CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul EF entreprise ferroviaire EM engin moteur,EF,Essai de Frein,0
CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul EF entreprise ferroviaire EM engin moteur,EF,Etablissement flottant,0
CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations EAS équipement agent seul EF entreprise ferroviaire EM engin moteur,EF,Escalier Fixe,0
AUTOR autorail CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations CSS central sous-stations EAS équipement agent seul,EAS,ETALANS,0
AUTOR autorail CLE consigne locale d'exploitation COGC centre opérationnel de gestion des circulations CSS central sous-stations EAS équipement agent seul,EAS,"Équipement Agent Seul. Concrètement, pour qu'un train soit EAS, il faut que le matériel soit équipé : de moyens de surveillance lors d'arrêts en gare, de la commande de fermeture des portes, de la veille automatique (VA), de la radio sol-train (RST), de la sonorisation (annonces voyageurs), de la communication par interphonie en cas de signal d'alarme (SAI). Si toutes ces conditions sont réunies, le conducteur peut être le seul agent présent à bord du train.",1
"RATP Régie Autonome des Transports Parisiens RFN réseau ferré national RSS régulateur sous stations ""RT"" ""renseignements techniques"" SAL signal automatique lumineux",RSS,Régulateur Sous Stations : Agent chargé à partir d'un central sous-stations de l'exploitation des installations électriques de sa zone d'action.,1
"RATP Régie Autonome des Transports Parisiens RFN réseau ferré national RSS régulateur sous stations ""RT"" ""renseignements techniques"" SAL signal automatique lumineux",RSS,ROSNY SUR SEINE,0
"RATP Régie Autonome des Transports Parisiens RFN réseau ferré national RSS régulateur sous stations ""RT"" ""renseignements techniques"" SAL signal automatique lumineux",RSS,radio et système de surface,0
N° AC B81500 [thermique: compatibilité : OUI/restrictions : les AGC sont interdits à la desserte commerciale des établissements dont la hauteur des quais est ≥ 760 mm.],AGC,Accord européen sur les Grandes lignes de Chemin de fer du 31 mai 1985,0
